INSTNM,STABBR,PREDDEG,HIGHDEG,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,SAT_AVG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,COSTT4_A,AVGFACSAL,PFTFAC
Texas Lutheran University,TX,3,4,22,12,11,22,1086,0.4908,0.0948,0.3747,0.0073,0.0022,0.0007,42064,7257,0.6547
The University of Texas of the Permian Basin,TX,3,4,18,5,13,NULL,1046,0.3159,0.0669,0.5382,0.0208,0.0014,0.0014,18125,8164,0.5231
The University of Texas at San Antonio,TX,3,4,16,13,15,NULL,1131,0.2244,0.0889,0.5671,0.0587,0.0019,0.0016,20823,9062,0.7262
Texas Southern University,TX,3,4,16,11,12,NULL,920,0.0147,0.8122,0.0648,0.016,0.0108,0.0007,24004,7598,0.6575
Texas Tech University,TX,3,4,15,15,16,NULL,1175,0.5487,0.0651,0.2954,0.0293,0.0039,0.0009,23157,9228,0.8903
Texas Wesleyan University,TX,3,4,17,13,10,71,1047,0.29,0.1488,0.3308,0.0138,0.0076,0.0014,40838,7651,0.4801
Texas Woman's University,TX,3,4,17,7,15,NULL,1059,0.3508,0.1813,0.3179,0.0917,0.0043,0.0004,18135,8515,0.9812
Trinity University,TX,3,4,20,14,11,66,1355,0.5682,0.037,0.21,0.0695,0.0053,0.0004,56880,10771,0.7725
The University of Texas Health Science Center at Houston,TX,3,4,25,11,12,NULL,NULL,0.3291,0.1158,0.3138,0.1827,0.0028,0.0014,NULL,10430,0.5654
Texas Tech University Health Sciences Center,TX,3,4,25,11,12,NULL,NULL,0.5651,0.0928,0.2355,0.0605,0.0112,0,NULL,8607,0.9663
Wayland Baptist University,TX,3,4,18,5,9,75,1003,0.3645,0.1758,0.3219,0.0183,0.0117,0.0136,30334,5305,1
West Texas A & M University,TX,3,4,18,9,13,NULL,1090,0.5664,0.0486,0.2998,0.0171,0.0057,0.0005,20269,7667,0.7755
Wiley College,TX,3,3,22,11,11,71,NULL,0.0499,0.7595,0.0459,0,0.005,0.001,20368,5370,0.5926
Brigham Young University-Provo,UT,3,4,16,14,15,94,1324,0.8141,0.0051,0.0634,0.0201,0.0027,0.0069,18136,10974,0.7104
Brigham Young University-Hawaii,HI,3,3,22,15,11,94,1169,0.3395,0.0033,0.048,0.0326,0.0049,0.0668,18043,9388,1
Southern Utah University,UT,3,4,18,12,12,NULL,1183,0.7403,0.0252,0.0666,0.0145,0.0149,0.0143,19636,6810,0.7359
Utah State University,UT,3,4,16,9,15,NULL,1201,0.8232,0.0086,0.0608,0.0104,0.0163,0.0035,18531,9214,0.955
Utah Valley University,UT,3,4,20,7,15,NULL,NULL,0.7842,0.0099,0.1166,0.0123,0.0057,0.0081,12921,8075,0.3698
University of Utah,UT,3,4,15,9,15,NULL,1236,0.6807,0.0134,0.129,0.058,0.0039,0.0047,20422,10727,0.9366
Westminster College,UT,3,4,18,13,10,NULL,1185,0.7025,0.0231,0.1208,0.0298,0.0057,0.0021,45119,8486,1
Bennington College,VT,3,4,21,12,8,NULL,NULL,0.5917,0.0361,0.1014,0.0139,0.0014,0.0014,70760,9752,0.5081
Castleton University,VT,3,4,22,11,11,NULL,1022,0.823,0.0355,0.0276,0.0124,0.0028,0.0017,23958,6637,1
Champlain College,VT,3,4,18,9,13,NULL,1193,0.6772,0.0751,0.0887,0.0312,0.0035,0.0019,57607,8456,0.9929
Goddard College,VT,3,4,19,11,6,NULL,NULL,0.4833,0.0833,0.0222,0.0167,0.0611,0,29115,4857,1
Green Mountain College,VT,3,4,20,13,8,71,1085,0.6941,0.0541,0.0565,0.0165,0.0094,0,50425,6334,1
Northern Vermont University,VT,3,4,20,11,10,NULL,NULL,0.8094,0.041,0.0367,0.0091,0.0057,0.0033,23662,6768,1
Marlboro College,VT,3,3,21,11,8,NULL,NULL,0.7286,0.0429,0.0214,0.0286,0,0,55625,5012,1
Middlebury College,VT,3,4,21,14,11,NULL,1439,0.6208,0.04,0.1012,0.0706,0,0.0004,69464,11368,0.8654
New England Culinary Institute,VT,3,3,32,7,7,NULL,NULL,0.6027,0.1096,0.0548,0.0274,0.0137,0,39673,4476,0.4286
Norwich University,VT,3,4,18,9,13,NULL,NULL,0.717,0.0458,0.0971,0.0308,0.0067,0.0026,56003,7575,0.4665
Saint Michael's College,VT,3,4,21,10,11,30,NULL,0.8205,0.0242,0.058,0.0181,0.0018,0.0012,57461,8571,0.9922
SIT Graduate Institute,VT,4,4,19,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5832,0.625
College of St Joseph,VT,3,4,22,11,8,30,NULL,0.6014,0.2517,0.1259,0.014,0.007,0,38472,5325,1
Southern Vermont College,VT,3,3,22,11,8,NULL,NULL,0.6012,0.0733,0.1114,0.0147,0.0059,0,37775,5522,0.6
Sterling College,VT,3,3,21,11,8,NULL,NULL,0.785,0,0.0467,0.028,0,0,50134,4120,0.8421
Vermont Law School,VT,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7588,0.8704
University of Vermont,VT,3,4,16,14,17,NULL,1289,0.8177,0.0122,0.0377,0.0274,0.0005,0.0001,32825,10205,0.7694
Averett University,VA,3,3,22,11,8,54,953,0.561,0.2895,0.0382,0.0064,0.0042,0.0042,45091,6082,1
Bluefield College,VA,3,4,22,11,7,54,980,0.6043,0.248,0.0451,0.0023,0.0023,0.0023,36657,5171,0.3147
Bridgewater College,VA,3,3,21,12,11,58,1082,0.6475,0.1645,0.0689,0.0131,0.0033,0.0016,48830,6673,0.75
William & Mary,VA,3,4,16,14,14,NULL,1410,0.591,0.0715,0.0942,0.0756,0.0016,0.0006,37386,11141,0.8002
Regent University,VA,3,4,17,5,12,NULL,1057,0.5542,0.2687,0.0872,0.0147,0.0048,0.0038,29366,8175,0.7619
Christopher Newport University,VA,3,4,20,12,14,NULL,1204,0.7523,0.0649,0.0573,0.0309,0.0025,0.0008,29407,8706,0.625
Radford University-Carilion,VA,3,4,26,7,6,NULL,1022,0.792,0.0853,0.0504,0.0181,0.0026,0,40764,6905,0.4974
Eastern Virginia Medical School,VA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13628,0.9301
Emory & Henry College,VA,3,4,21,12,11,71,1075,0.7749,0.0861,0.0405,0.0114,0.001,0,47025,6938,1
Eastern Mennonite University,VA,3,4,19,13,11,69,1144,0.6932,0.0874,0.0738,0.0252,0.0029,0.0019,47688,5967,1
Ferrum College,VA,3,3,22,10,11,71,973,0.5112,0.331,0.0517,0.0054,0.0098,0.0027,46382,5956,1
George Mason University,VA,3,4,15,15,16,NULL,1227,0.3944,0.1129,0.1511,0.2023,0.001,0.0025,25871,10953,0.5166
Hampden-Sydney College,VA,3,3,21,12,11,NULL,1164,0.8563,0.0485,0.0382,0.0065,0.0047,0.0009,60360,8087,0.9279
Hampton University,VA,3,4,16,12,14,NULL,NULL,0.0142,0.9593,0.0131,0.0014,0.0025,0.0003,40521,7186,0.9963
Hollins University,VA,3,4,21,14,8,NULL,1204,0.6426,0.1021,0.0736,0.021,0.006,0.003,53773,7165,0.6462
James Madison University,VA,3,4,18,14,16,NULL,1212,0.7499,0.0482,0.0679,0.045,0.0011,0.0011,26007,8746,0.7989
Liberty University,VA,3,4,17,5,15,102,1133,0.5219,0.1076,0.056,0.0128,0.005,0.0021,38076,6368,0.3928
Longwood University,VA,3,4,19,12,14,NULL,1065,0.7421,0.0986,0.0551,0.0109,0.0037,0.0005,26581,7484,1
University of Lynchburg,VA,3,4,19,12,11,61,NULL,0.7583,0.1067,0.0478,0.0151,0.005,0.0005,50299,7699,0.6973
Mary Baldwin University,VA,3,4,17,7,10,66,1053,0.5321,0.2428,0.0913,0.0128,0.0104,0.0008,43207,6933,0.2849
University of Mary Washington,VA,3,4,19,15,14,NULL,1174,0.6827,0.0753,0.0988,0.0396,0.0016,0.0009,26308,8218,0.6597
Marymount University,VA,3,4,18,13,10,30,1065,0.3464,0.1449,0.1881,0.0816,0.0036,0.0031,45204,8573,0.4737
Sentara College of Health Sciences,VA,3,3,26,5,6,NULL,NULL,0.6855,0.0806,0.0296,0.0833,0.0027,0.0108,NULL,7604,0.4595
Norfolk State University,VA,3,4,19,11,14,NULL,954,0.0345,0.8497,0.0371,0.0054,0.0017,0.0004,24948,8183,1
Old Dominion University,VA,3,4,16,9,15,NULL,1093,0.4359,0.3159,0.0888,0.0468,0.0027,0.003,23993,8428,0.9481
Radford University,VA,3,4,18,13,13,NULL,NULL,0.6562,0.1689,0.0704,0.0156,0.0028,0.0014,23125,8333,0.6845
Randolph-Macon College,VA,3,3,21,12,11,71,1139,0.7639,0.0961,0.044,0.0108,0.0047,0.002,53515,8342,0.6529
Randolph College,VA,3,4,21,10,8,NULL,1081,0.6422,0.1601,0.0681,0.0307,0,0.0017,54270,8386,1
Bon Secours Memorial College of Nursing,VA,3,3,26,5,6,30,NULL,0.7533,0.131,0.0044,0.0437,0,0.0066,NULL,7563,0.7949
University of Richmond,VA,3,4,21,14,14,NULL,1401,0.5869,0.0784,0.0824,0.0715,0.0009,0.0003,64785,12673,0.6872
Roanoke College,VA,3,3,21,12,11,39,1154,0.8122,0.053,0.053,0.0111,0.002,0.0005,58293,7720,0.8009
Shenandoah University,VA,3,4,17,13,14,71,1103,0.5945,0.1024,0.0643,0.0317,0.0074,0.002,45577,7911,0.5768
Southern Virginia University,VA,3,3,21,10,8,NULL,1137,0.7107,0.0302,0.0229,0.0052,0.001,0.0291,26624,6677,1
Sweet Briar College,VA,3,4,21,12,8,NULL,1120,0.722,0.0958,0.0799,0.016,0,0.0032,53912,6654,0.8261
Union Presbyterian Seminary,VA,4,4,24,0,18,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7369,0.7097
The University of Virginia's College at Wise,VA,3,3,21,11,11,NULL,1057,0.7784,0.0994,0.0126,0.0076,0.0034,0,21789,7799,1
Virginia Polytechnic Institute and State University,VA,3,4,15,14,16,NULL,1293,0.6527,0.0423,0.0646,0.0987,0.0012,0.0011,26240,11660,0.984
Virginia Commonwealth University,VA,3,4,15,13,15,NULL,1172,0.4475,0.1965,0.1016,0.1376,0.0017,0.0011,30452,9306,0.6226
University of Virginia-Main Campus,VA,3,4,15,14,16,NULL,1427,0.571,0.068,0.0649,0.145,0.0012,0.001,32213,14278,0.9453
Virginia Military Institute,VA,3,3,21,14,11,NULL,1226,0.7685,0.0641,0.0742,0.0445,0.0047,0.0036,30600,8081,1
Virginia State University,VA,3,4,19,10,14,NULL,933,0.0045,0.2451,0.0033,0.0013,0.0015,0,22581,7349,0.7238
Virginia Union University,VA,3,4,21,10,11,54,884,0.0088,0.9355,0.015,0.0027,0.0044,0,30864,5014,0.4937
Virginia Wesleyan University,VA,3,4,21,10,11,71,1091,0.53,0.2581,0.0799,0.0146,0.0061,0.0069,49558,8290,0.6923
Washington and Lee University,VA,3,4,21,14,11,NULL,1444,0.8074,0.0269,0.0477,0.0373,0,0,67150,12568,0.8076
Central Washington University,WA,3,4,18,11,15,NULL,1062,0.5074,0.0404,0.1594,0.0397,0.0054,0.0092,22289,8139,0.7246
City University of Seattle,WA,3,4,18,5,9,NULL,NULL,0.4962,0.1029,0.0891,0.0922,0.0154,0.0108,30940,5632,0.078
Cornish College of the Arts,WA,3,3,30,11,7,NULL,NULL,0.6067,0.0321,0.1396,0.0578,0.0064,0.0032,56257,6507,0.3448
Eastern Washington University,WA,3,4,18,11,16,NULL,991,0.6115,0.0353,0.1662,0.0312,0.0099,0.0034,19450,8875,0.7286
The Evergreen State College,WA,3,4,20,13,13,NULL,NULL,0.6479,0.0503,0.1185,0.0263,0.0311,0.0051,21033,8596,0.7385
Gonzaga University,WA,3,4,17,14,14,30,1282,0.7157,0.0132,0.11,0.0538,0.0059,0.0034,57052,9633,0.5726
Heritage University,WA,3,4,18,11,6,NULL,NULL,0.1398,0.004,0.69,0.0079,0.0831,0,25170,7516,0.3212
Bastyr University,WA,3,4,26,11,11,NULL,NULL,0.66,0.0333,0.06,0.0933,0.0267,0.0133,NULL,6933,0.3896
Northwest University,WA,3,4,19,13,11,27,1138,0.6681,0.038,0.0922,0.0477,0.0174,0.0152,41757,6739,0.2535
Pacific Lutheran University,WA,3,4,19,13,11,39,1172,0.5904,0.0402,0.1161,0.0986,0.0058,0.011,53352,7853,0.6382
University of Puget Sound,WA,3,4,21,10,11,NULL,NULL,0.6936,0.0182,0.0872,0.0643,0.0013,0.0055,63474,10520,0.8212
Saint Martin's University,WA,3,4,19,13,11,30,1111,0.4969,0.0553,0.1363,0.0935,0.0156,0.0506,49064,6660,0.4879
Seattle Pacific University,WA,3,4,17,13,14,64,1145,0.5149,0.0479,0.1286,0.1279,0.0021,0.008,56185,8536,0.5207
Seattle University,WA,3,4,17,15,13,30,1246,0.423,0.0308,0.126,0.1615,0.0028,0.0086,59495,9586,0.6996
Walla Walla University,WA,3,4,20,11,11,95,1114,0.7051,0.0256,0.134,0.063,0.0062,0.0075,37494,5385,1
Washington State University,WA,3,4,15,13,16,NULL,1123,0.6081,0.0322,0.1528,0.0606,0.0063,0.0049,25267,9888,0.7935
University of Washington-Seattle Campus,WA,3,4,15,14,16,NULL,1347,0.3878,0.0298,0.0836,0.2536,0.0046,0.0043,25275,13086,0.7899
Western Washington University,WA,3,4,18,15,16,NULL,1193,0.707,0.0167,0.0946,0.0642,0.0035,0.0021,23171,10023,0.6821
Whitman College,WA,3,3,21,14,11,NULL,1355,0.6604,0.018,0.0754,0.0588,0.0055,0.0062,64504,9486,0.7824
Whitworth University,WA,3,4,19,14,11,103,1194,0.6822,0.0204,0.1035,0.0471,0.0064,0.0089,57005,7267,0.9688
Alderson Broaddus University,WV,3,4,22,10,8,52,1029,0.633,0.2345,0.0535,0.0073,0.0073,0.0036,38879,5029,0.76
Appalachian Bible College,WV,3,4,24,13,8,54,1044,0.7255,0.0147,0.0196,0.0147,0,0,24939,2884,0.4898
Bethany College,WV,3,4,21,10,8,61,1028,0.5405,0.2216,0.0505,0.009,0.009,0.0054,42674,5983,0.7059
Bluefield State College,WV,3,3,22,11,9,NULL,1020,0.8614,0.0721,0.0135,0.0071,0.0024,0,16573,6444,0.641
University of Charleston,WV,3,4,17,7,10,NULL,1057,0.4817,0.0916,0.0272,0.0105,0.0105,0.0021,41701,6531,0.5163
Concord University,WV,3,4,19,10,11,NULL,1050,0.8212,0.0578,0.0091,0.0073,0.0043,0.003,16246,6208,0.5988
Davis & Elkins College,WV,3,3,22,10,8,66,1005,0.5185,0.0582,0.0291,0.0053,0,0.0013,40551,5680,0.5053
Fairmont State University,WV,3,4,20,11,13,NULL,1048,0.865,0.05,0.0172,0.0042,0.0014,0.0008,16864,6430,0.9326
Marshall University,WV,3,4,16,13,16,NULL,1100,0.8427,0.0637,0.0219,0.0093,0.003,0.0007,19016,7651,0.7647
Ohio Valley University,WV,3,4,22,11,8,74,1078,0.601,0.0855,0.0415,0.0078,0.0026,0,30171,4924,0.3793
Salem University,WV,3,4,20,11,10,NULL,NULL,0.3855,0.2008,0.0817,0.0027,0.004,0.0094,27128,3371,0.4306
Shepherd University,WV,3,4,21,13,13,NULL,1074,0.7678,0.0852,0.0603,0.016,0.0028,0.0014,16744,7245,0.5488
West Virginia School of Osteopathic Medicine,WV,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
West Virginia State University,WV,3,4,22,11,9,NULL,1023,0.6901,0.1432,0.0185,0.0056,0.0129,0.0028,17397,5892,0.599
West Liberty University,WV,3,4,20,11,11,NULL,1050,0.7457,0.0281,0.0065,0.004,0.001,0,20933,6652,0.6905
West Virginia Wesleyan College,WV,3,4,20,12,11,71,1102,0.7517,0.1003,0.0323,0.0034,0.0034,0,44409,5951,0.5344
West Virginia University,WV,3,4,15,12,15,NULL,1169,0.7975,0.0413,0.0386,0.0154,0.0012,0.0009,21278,10123,0.7611
Wheeling University,WV,3,4,19,12,8,30,1072,0.6744,0.1195,0.0341,0.0024,0.0049,0.0085,39647,6029,0.4732
Alverno College,WI,3,4,19,7,9,30,NULL,0.4626,0.1362,0.299,0.0482,0.0066,0,37091,5782,0.3846
Bellin College,WI,3,4,26,9,6,NULL,1170,0.931,0.0133,0.0186,0.008,0.0106,0.0027,28340,7402,0.7632
Beloit College,WI,3,3,21,14,11,NULL,1230,0.5239,0.071,0.113,0.038,0.0017,0.0025,59283,7043,0.8705
Cardinal Stritch University,WI,3,4,17,7,10,30,1035,0.3812,0.2105,0.1816,0.0289,0.0054,0.0045,39319,6048,0.3069
Carroll University,WI,3,4,20,12,14,66,1165,0.797,0.0204,0.0834,0.039,0.0035,0.0014,42918,7652,0.335
Carthage College,WI,3,4,22,12,11,39,1173,0.6845,0.0589,0.1349,0.0218,0.0047,0.0018,55732,8460,0.528
Columbia College of Nursing,WI,3,3,26,11,6,NULL,NULL,0.8017,0.0345,0.0345,0.0862,0,0.0086,NULL,6909,0.8333
Concordia University-Wisconsin,WI,3,4,17,9,13,68,1150,0.713,0.0978,0.0058,0.0223,0.0086,0.0021,43099,6273,1
Edgewood College,WI,3,4,17,13,10,30,1133,0.7728,0.0362,0.0746,0.0251,0.0028,0.0021,41916,6200,0.5986
Lakeland University,WI,3,4,18,5,9,76,1008,0.7161,0.0901,0.0714,0.0561,0.0113,0.0006,39929,6796,0.1806
Lawrence University,WI,3,3,21,14,11,NULL,1341,0.6261,0.0524,0.0971,0.051,0.0035,0.0014,58458,8143,0.8282
Maranatha Baptist University,WI,3,4,22,13,8,54,1147,0.8668,0.0144,0.0401,0.0177,0.0016,0.0016,25217,4542,0.5444
Marian University,WI,3,4,19,11,10,30,1030,0.7876,0.0565,0.0741,0.0212,0.0042,0.0007,38180,6608,0.9158
Marquette University,WI,3,4,16,14,17,30,1271,0.6922,0.0387,0.1324,0.0709,0.002,0.0007,54851,9938,0.577
Medical College of Wisconsin,WI,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milwaukee Institute of Art & Design,WI,3,3,30,12,7,NULL,NULL,0.6627,0.0664,0.1594,0.0398,0.0027,0.0013,46529,5591,0.3534
Milwaukee School of Engineering,WI,3,4,19,15,11,NULL,1295,0.6778,0.0205,0.0678,0.0469,0.0023,0,51009,9659,0.5169
Mount Mary University,WI,3,4,19,11,10,30,1000,0.4082,0.2056,0.2423,0.0793,0.0029,0.0029,41499,6281,0.2919
Nashotah House,WI,4,4,24,0,18,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5549,0.4706
Northland College,WI,3,3,22,12,8,76,NULL,0.7389,0.0302,0.0373,0.0142,0.0373,0,47075,6081,0.7727
Ripon College,WI,3,3,21,12,8,NULL,1155,0.7903,0.0407,0.0902,0.014,0.0038,0.0013,52216,7561,0.9481
Sacred Heart Seminary and School of Theology,WI,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7277,0.5676
Saint Norbert College,WI,3,4,21,14,11,30,1195,0.878,0.0162,0.0462,0.01,0.0091,0.0005,47602,7522,0.8239
Holy Family College,WI,3,4,20,15,8,30,951,0.5296,0.2148,0.0815,0.0667,0.0074,0,40951,5217,0.3898
Viterbo University,WI,3,4,18,9,10,30,1172,0.8724,0.0047,0.0293,0.0082,0.0012,0,38690,6661,0.3987
University of Wisconsin-Whitewater,WI,3,4,18,13,16,NULL,1105,0.8109,0.0404,0.0746,0.0169,0.002,0.0004,17576,7528,0.7556
Wisconsin School of Professional Psychology,WI,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Wisconsin-Eau Claire,WI,3,4,19,12,16,NULL,1170,0.8751,0.0124,0.0316,0.0335,0.0031,0.0003,19581,7667,0.7593
University of Wisconsin-Green Bay,WI,3,4,19,9,13,NULL,1120,0.814,0.0224,0.0599,0.042,0.0131,0.0003,18408,6661,0.6341
University of Wisconsin-La Crosse,WI,3,4,18,14,13,NULL,1220,0.896,0.008,0.0331,0.0208,0.0012,0.0003,17213,7160,0.8533
Wisconsin Lutheran College,WI,3,4,22,12,8,33,1142,0.8062,0.0627,0.0685,0.0154,0.0048,0,41162,6382,0.9351
University of Wisconsin-Oshkosh,WI,3,4,18,13,16,NULL,1105,0.8225,0.026,0.0607,0.041,0.0038,0.0008,18612,7276,0.64
University of Wisconsin-Parkside,WI,3,4,21,13,12,NULL,1065,0.6373,0.0897,0.1765,0.04,0.002,0.0013,16329,6576,0.6549
University of Wisconsin-Stout,WI,3,4,18,13,13,NULL,1135,0.8672,0.0184,0.0308,0.0368,0.0032,0.0009,19477,7193,0.7068
University of Wisconsin-Superior,WI,3,4,21,13,10,NULL,1105,0.7946,0.0173,0.0283,0.0073,0.0146,0,18421,6476,0.7394
University of Wisconsin-Madison,WI,3,4,15,14,16,NULL,1365,0.7096,0.0197,0.0528,0.0642,0.002,0.0009,25497,12350,0.8233
University of Wisconsin-Milwaukee,WI,3,4,15,13,15,NULL,1120,0.6741,0.0691,0.1155,0.0623,0.0034,0.0009,22226,8540,0.6453
University of Wisconsin-Platteville,WI,3,4,18,13,13,NULL,1150,0.8844,0.0168,0.0448,0.0132,0.0017,0.0006,18553,6845,0.7875
University of Wisconsin-River Falls,WI,3,4,19,13,13,NULL,1135,0.8767,0.0142,0.0361,0.0298,0.0013,0.0009,19471,7693,0.5984
University of Wisconsin-Stevens Point,WI,3,4,20,13,13,NULL,1120,0.8533,0.02,0.0392,0.0364,0.0049,0.001,18368,6781,0.7688
University of Wyoming,WY,3,4,16,15,16,NULL,1202,0.7181,0.0104,0.07,0.0107,0.0056,0.0013,19777,9846,0.9791
University of Guam,GU,3,4,19,7,12,NULL,NULL,0.0237,0.0062,0.0062,0.4646,0.0009,0.4593,13659,7803,0.5452
American University of Puerto Rico,PR,3,4,22,10,6,NULL,NULL,0,0,1,0,0,0,16705,2995,0.2075
Universidad Adventista de las Antillas,PR,3,4,22,11,10,95,NULL,0.0044,0.0142,0.9573,0.0044,0.0009,0,13410,2677,0.3689
Atlantic University College,PR,3,4,28,7,9,NULL,NULL,0,0,1,0,0,0,9627,3037,0.7561
Universidad Central de Bayamon,PR,3,4,20,11,9,30,NULL,0,0,0.994,0,0,0,12275,2651,1
Carlos Albizu University-San Juan,PR,3,4,26,13,9,NULL,NULL,0.0053,0,0.9789,0,0,0,16481,4157,0.1037
Caribbean University-Bayamon,PR,3,4,20,7,9,NULL,NULL,0,0,1,0,0,0,8975,2279,0.2698
Pontifical Catholic University of Puerto Rico-Ponce,PR,3,4,17,10,12,30,NULL,0.0008,0.0002,0.9924,0.0004,0,0,15161,4165,0.7018
CEM College-San Juan,PR,3,3,26,11,6,NULL,NULL,0,0,1,0,0,0,13267,2467,0.0556
Universidad Teologica del Caribe,PR,3,4,24,7,6,57,NULL,0,0,1,0,0,0,11582,900,0.2742
Universidad Ana G. Mendez-Cupey Campus,PR,3,4,18,6,15,NULL,NULL,0,0,1,0,0,0,13259,4103,1
Conservatory of Music of Puerto Rico,PR,3,4,30,9,6,NULL,NULL,0.0026,0,0.9635,0,0,0,11491,3313,0.5783
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,3,3,30,7,6,NULL,NULL,0.0023,0.0023,0.9955,0,0,0,7122,2864,0.4516
Inter American University of Puerto Rico-San German,PR,3,4,17,12,12,NULL,NULL,0.0027,0.0021,0.9936,0,0.0016,0,14322,5950,1
Inter American University of Puerto Rico-Aguadilla,PR,3,4,20,12,12,NULL,NULL,0.0008,0.0006,0.9978,0,0.0006,0.0003,13284,5207,1
Inter American University of Puerto Rico-Arecibo,PR,3,4,19,13,12,NULL,NULL,0.0028,0.0006,0.9941,0.0003,0.0023,0,13476,5553,1
Inter American University of Puerto Rico-Barranquitas,PR,3,4,22,12,9,NULL,NULL,0,0,0.9987,0,0.0013,0,13479,4957,1
Inter American University of Puerto Rico-Metro,PR,3,4,17,13,12,NULL,NULL,0.0076,0.0069,0.9814,0.0009,0.0026,0.0006,17502,5862,1
Inter American University of Puerto Rico-Ponce,PR,3,4,20,12,12,NULL,NULL,0.0022,0,0.9964,0.0002,0.0012,0,13564,5325,1
Inter American University of Puerto Rico-Fajardo,PR,3,4,20,10,9,NULL,NULL,0,0.0017,0.9977,0,0,0.0006,14186,5313,1
Inter American University of Puerto Rico-Guayama,PR,3,4,22,15,9,NULL,NULL,0.0006,0.0013,0.9981,0,0,0,13893,5086,1
Inter American University of Puerto Rico-Bayamon,PR,3,4,22,12,12,NULL,NULL,0.0072,0.0031,0.9822,0.0002,0.0058,0.0014,13508,5571,1
Inter American University of Puerto Rico-School of Law,PR,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9417,1
National University College,PR,3,4,26,9,12,NULL,NULL,0,0,1,0,0,0,12941,3024,0.2386
Ponce Health Sciences University,PR,4,4,16,11,6,NULL,NULL,0,0,1,0,0,0,32615,4149,0.4579
University of Puerto Rico-Aguadilla,PR,3,3,22,10,12,NULL,987,0.0437,0.0167,0.9094,0,0.0036,0.0003,9569,6970,0.6831
University of Puerto Rico-Arecibo,PR,3,3,22,14,12,NULL,NULL,0,0,1,0,0,0,12175,6615,0.7123
University of Puerto Rico-Bayamon,PR,3,3,22,12,12,NULL,NULL,0,0,1,0,0,0,7569,5607,0.8246
University of Puerto Rico-Carolina,PR,3,3,22,7,12,NULL,1009,0,0,1,0,0,0,11894,6310,0.4656
University of Puerto Rico-Cayey,PR,3,3,21,12,12,NULL,1107,0,0,1,0,0,0,12029,7005,0.9605
University of Puerto Rico-Humacao,PR,3,3,22,14,12,NULL,NULL,0.0068,0.0249,0.903,0,0.0018,0,13246,5912,0.6382
University of Puerto Rico-Mayaguez,PR,3,4,18,12,15,NULL,NULL,0,0,0.9376,0,0,0,14302,8717,0.9655
University of Puerto Rico-Medical Sciences,PR,3,4,25,11,9,NULL,NULL,0,0,1,0,0,0,NULL,7033,0.745
University of Puerto Rico-Ponce,PR,3,3,21,14,12,NULL,NULL,0,0,1,0,0,0,11071,5632,0.4976
University of Puerto Rico-Rio Piedras,PR,3,4,16,14,15,NULL,NULL,0.0055,0.0267,0.8367,0.0006,0.0045,0,11299,7118,0.7647
Universidad Ana G. Mendez-Carolina Campus,PR,3,4,18,6,12,NULL,NULL,0,0,1,0,0,0,13113,4102,1
Universidad del Sagrado Corazon,PR,3,4,19,15,12,30,NULL,0,0,1,0,0,0,18503,4540,0.4227
Seminario Evangelico de Puerto Rico,PR,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3919,1
Universidad Politecnica de Puerto Rico,PR,3,4,27,5,9,NULL,NULL,0.0014,0,0.998,0,0,0,20563,3896,0.6123
Universidad Ana G. Mendez-Gurabo Campus,PR,3,4,17,6,15,NULL,NULL,0,0,1,0,0,0,13210,4636,1
University of the Virgin Islands,VI,3,4,22,7,9,NULL,NULL,0.0473,0.7133,0.1091,0.0079,0.0012,0,17349,7100,0.99
Stanford University,CA,3,4,15,14,17,NULL,1497,0.341,0.0649,0.1571,0.2191,0.0079,0.0031,69109,20279,0.9853
Purdue University-Main Campus,IN,3,4,15,14,16,NULL,1309,0.6388,0.0287,0.0515,0.0853,0.0011,0.0007,22430,12418,0.9595
St. John's College,NM,3,4,21,15,8,NULL,1301,0.5313,0.0031,0.1281,0.025,0,0,65456,8976,0.8462
Bais Medrash Elyon,NY,3,4,24,11,8,NULL,NULL,1,0,0,0,0,0,NULL,2350,NULL
